ca.rmen.nounours.lwp.robot - Cumulative average rating by Android Version for 2011-06-26 - 2019-02-24
,,Metric,Cumulative average rating,Notes
,,Dimension,All Android versions
2011-06-26 - 2019-02-24,2011-09-11,,3.34
2011-06-26 - 2019-02-24,2011-09-12,,3.34
2011-06-26 - 2019-02-24,2011-09-13,,3.34
2011-06-26 - 2019-02-24,2011-09-14,,3.40
2011-06-26 - 2019-02-24,2011-09-15,,3.40
2011-06-26 - 2019-02-24,2011-09-16,,3.40
2011-06-26 - 2019-02-24,2011-09-17,,3.45
2011-06-26 - 2019-02-24,2011-09-18,,3.45
2011-06-26 - 2019-02-24,2011-09-19,,3.45
2011-06-26 - 2019-02-24,2011-09-20,,3.50
2011-06-26 - 2019-02-24,2011-09-21,,3.50
2011-06-26 - 2019-02-24,2011-09-22,,3.50
2011-06-26 - 2019-02-24,2011-09-23,,3.50
2011-06-26 - 2019-02-24,2011-09-24,,3.55
2011-06-26 - 2019-02-24,2011-09-25,,3.55
2011-06-26 - 2019-02-24,2011-09-26,,3.55
2011-06-26 - 2019-02-24,2011-09-27,,3.55
2011-06-26 - 2019-02-24,2011-09-28,,3.55
2011-06-26 - 2019-02-24,2011-09-29,,3.50
2011-06-26 - 2019-02-24,2011-09-30,,3.50
2011-06-26 - 2019-02-24,2011-10-01,,3.50
2011-06-26 - 2019-02-24,2011-10-02,,3.51
2011-06-26 - 2019-02-24,2011-10-03,,3.51
2011-06-26 - 2019-02-24,2011-10-04,,3.51
2011-06-26 - 2019-02-24,2011-10-05,,3.51
2011-06-26 - 2019-02-24,2011-10-06,,3.51
2011-06-26 - 2019-02-24,2011-10-07,,3.56
2011-06-26 - 2019-02-24,2011-10-08,,3.56
2011-06-26 - 2019-02-24,2011-10-09,,3.56
2011-06-26 - 2019-02-24,2011-10-10,,3.56
2011-06-26 - 2019-02-24,2011-10-11,,3.56
2011-06-26 - 2019-02-24,2011-10-12,,3.56
2011-06-26 - 2019-02-24,2011-10-13,,3.56
2011-06-26 - 2019-02-24,2011-10-14,,3.56
2011-06-26 - 2019-02-24,2011-10-15,,3.56
2011-06-26 - 2019-02-24,2011-10-16,,3.56
2011-06-26 - 2019-02-24,2011-10-17,,3.56
2011-06-26 - 2019-02-24,2011-10-18,,3.56
2011-06-26 - 2019-02-24,2011-10-19,,3.56
2011-06-26 - 2019-02-24,2011-10-20,,3.56
2011-06-26 - 2019-02-24,2011-10-21,,3.56
2011-06-26 - 2019-02-24,2011-10-22,,3.56
2011-06-26 - 2019-02-24,2011-10-23,,3.57
2011-06-26 - 2019-02-24,2011-10-24,,3.57
2011-06-26 - 2019-02-24,2011-10-25,,3.57
2011-06-26 - 2019-02-24,2011-10-26,,3.57
2011-06-26 - 2019-02-24,2011-10-27,,3.57
2011-06-26 - 2019-02-24,2011-10-28,,3.57
2011-06-26 - 2019-02-24,2011-10-29,,3.61
2011-06-26 - 2019-02-24,2011-10-30,,3.61
2011-06-26 - 2019-02-24,2011-10-31,,3.61
2011-06-26 - 2019-02-24,2011-11-01,,3.61
2011-06-26 - 2019-02-24,2011-11-02,,3.61
2011-06-26 - 2019-02-24,2011-11-03,,3.61
2011-06-26 - 2019-02-24,2011-11-04,,3.61
2011-06-26 - 2019-02-24,2011-11-05,,3.61
2011-06-26 - 2019-02-24,2011-11-06,,3.61
2011-06-26 - 2019-02-24,2011-11-07,,3.61
2011-06-26 - 2019-02-24,2011-11-08,,3.61
2011-06-26 - 2019-02-24,2011-11-09,,3.61
2011-06-26 - 2019-02-24,2011-11-10,,3.61
2011-06-26 - 2019-02-24,2011-11-11,,3.61
2011-06-26 - 2019-02-24,2011-11-12,,3.61
2011-06-26 - 2019-02-24,2011-11-13,,3.61
2011-06-26 - 2019-02-24,2011-11-14,,3.61
2011-06-26 - 2019-02-24,2011-11-15,,3.61
2011-06-26 - 2019-02-24,2011-11-16,,3.59
2011-06-26 - 2019-02-24,2011-11-17,,3.59
2011-06-26 - 2019-02-24,2011-11-18,,3.59
2011-06-26 - 2019-02-24,2011-11-19,,3.59
2011-06-26 - 2019-02-24,2011-11-20,,3.59
2011-06-26 - 2019-02-24,2011-11-21,,3.63
2011-06-26 - 2019-02-24,2011-11-22,,3.63
2011-06-26 - 2019-02-24,2011-11-23,,3.63
2011-06-26 - 2019-02-24,2011-11-24,,3.63
2011-06-26 - 2019-02-24,2011-11-25,,3.56
2011-06-26 - 2019-02-24,2011-11-26,,3.50
2011-06-26 - 2019-02-24,2011-11-27,,3.50
2011-06-26 - 2019-02-24,2011-11-28,,3.53
2011-06-26 - 2019-02-24,2011-11-29,,3.53
2011-06-26 - 2019-02-24,2011-11-30,,3.53
2011-06-26 - 2019-02-24,2011-12-01,,3.53
2011-06-26 - 2019-02-24,2011-12-02,,3.53
2011-06-26 - 2019-02-24,2011-12-03,,3.53
2011-06-26 - 2019-02-24,2011-12-04,,3.53
2011-06-26 - 2019-02-24,2011-12-05,,3.53
2011-06-26 - 2019-02-24,2011-12-06,,3.53
2011-06-26 - 2019-02-24,2011-12-07,,3.53
2011-06-26 - 2019-02-24,2011-12-08,,3.53
2011-06-26 - 2019-02-24,2011-12-09,,3.53
2011-06-26 - 2019-02-24,2011-12-10,,3.53
2011-06-26 - 2019-02-24,2011-12-11,,3.57
2011-06-26 - 2019-02-24,2011-12-12,,3.57
2011-06-26 - 2019-02-24,2011-12-13,,3.57
2011-06-26 - 2019-02-24,2011-12-14,,3.57
2011-06-26 - 2019-02-24,2011-12-15,,3.57
2011-06-26 - 2019-02-24,2011-12-16,,3.57
2011-06-26 - 2019-02-24,2011-12-17,,3.57
2011-06-26 - 2019-02-24,2011-12-18,,3.57
2011-06-26 - 2019-02-24,2011-12-19,,3.57
2011-06-26 - 2019-02-24,2011-12-20,,3.57
2011-06-26 - 2019-02-24,2011-12-21,,3.57
2011-06-26 - 2019-02-24,2011-12-22,,3.57
2011-06-26 - 2019-02-24,2011-12-23,,3.60
2011-06-26 - 2019-02-24,2011-12-24,,3.60
2011-06-26 - 2019-02-24,2011-12-25,,3.60
2011-06-26 - 2019-02-24,2011-12-26,,3.63
2011-06-26 - 2019-02-24,2011-12-27,,3.63
2011-06-26 - 2019-02-24,2011-12-28,,3.63
2011-06-26 - 2019-02-24,2011-12-29,,3.63
2011-06-26 - 2019-02-24,2011-12-30,,3.66
2011-06-26 - 2019-02-24,2011-12-31,,3.66
2011-06-26 - 2019-02-24,2012-01-01,,3.66
2011-06-26 - 2019-02-24,2012-01-02,,3.66
2011-06-26 - 2019-02-24,2012-01-03,,3.66
2011-06-26 - 2019-02-24,2012-01-04,,3.66
2011-06-26 - 2019-02-24,2012-01-05,,3.66
2011-06-26 - 2019-02-24,2012-01-06,,3.66
2011-06-26 - 2019-02-24,2012-01-07,,3.66
2011-06-26 - 2019-02-24,2012-01-08,,3.66
2011-06-26 - 2019-02-24,2012-01-09,,3.66
2011-06-26 - 2019-02-24,2012-01-10,,3.66
2011-06-26 - 2019-02-24,2012-01-11,,3.66
2011-06-26 - 2019-02-24,2012-01-12,,3.66
2011-06-26 - 2019-02-24,2012-01-13,,3.66
2011-06-26 - 2019-02-24,2012-01-14,,3.65
2011-06-26 - 2019-02-24,2012-01-15,,3.65
2011-06-26 - 2019-02-24,2012-01-16,,3.65
2011-06-26 - 2019-02-24,2012-01-17,,3.65
2011-06-26 - 2019-02-24,2012-01-18,,3.63
2011-06-26 - 2019-02-24,2012-01-19,,3.63
2011-06-26 - 2019-02-24,2012-01-20,,3.61
2011-06-26 - 2019-02-24,2012-01-21,,3.53
2011-06-26 - 2019-02-24,2012-01-22,,3.53
2011-06-26 - 2019-02-24,2012-01-23,,3.48
2011-06-26 - 2019-02-24,2012-01-24,,3.48
2011-06-26 - 2019-02-24,2012-01-25,,3.48
2011-06-26 - 2019-02-24,2012-01-26,,3.48
2011-06-26 - 2019-02-24,2012-01-27,,3.48
2011-06-26 - 2019-02-24,2012-01-28,,3.48
2011-06-26 - 2019-02-24,2012-01-29,,3.48
2011-06-26 - 2019-02-24,2012-01-30,,3.51
2011-06-26 - 2019-02-24,2012-01-31,,3.51
2011-06-26 - 2019-02-24,2012-02-01,,3.54
2011-06-26 - 2019-02-24,2012-02-02,,3.54
2011-06-26 - 2019-02-24,2012-02-03,,3.59
2011-06-26 - 2019-02-24,2012-02-04,,3.59
2011-06-26 - 2019-02-24,2012-02-05,,3.59
2011-06-26 - 2019-02-24,2012-02-06,,3.54
2011-06-26 - 2019-02-24,2012-02-07,,3.54
2011-06-26 - 2019-02-24,2012-02-08,,3.54
2011-06-26 - 2019-02-24,2012-02-09,,3.54
2011-06-26 - 2019-02-24,2012-02-10,,3.57
2011-06-26 - 2019-02-24,2012-02-11,,3.55
2011-06-26 - 2019-02-24,2012-02-12,,3.57
2011-06-26 - 2019-02-24,2012-02-13,,3.57
2011-06-26 - 2019-02-24,2012-02-14,,3.57
2011-06-26 - 2019-02-24,2012-02-15,,3.60
2011-06-26 - 2019-02-24,2012-02-16,,3.60
2011-06-26 - 2019-02-24,2012-02-17,,3.60
2011-06-26 - 2019-02-24,2012-02-18,,3.62
2011-06-26 - 2019-02-24,2012-02-19,,3.62
2011-06-26 - 2019-02-24,2012-02-20,,3.62
2011-06-26 - 2019-02-24,2012-02-21,,3.62
2011-06-26 - 2019-02-24,2012-02-22,,3.62
2011-06-26 - 2019-02-24,2012-02-23,,3.62
2011-06-26 - 2019-02-24,2012-02-24,,3.64
2011-06-26 - 2019-02-24,2012-02-25,,3.67
2011-06-26 - 2019-02-24,2012-02-26,,3.69
2011-06-26 - 2019-02-24,2012-02-27,,3.69
2011-06-26 - 2019-02-24,2012-02-28,,3.69
2011-06-26 - 2019-02-24,2012-02-29,,3.69
2011-06-26 - 2019-02-24,2012-03-01,,3.69
2011-06-26 - 2019-02-24,2012-03-02,,3.69
2011-06-26 - 2019-02-24,2012-03-03,,3.69
2011-06-26 - 2019-02-24,2012-03-04,,3.69
2011-06-26 - 2019-02-24,2012-03-05,,3.70
2011-06-26 - 2019-02-24,2012-03-06,,3.70
2011-06-26 - 2019-02-24,2012-03-07,,3.71
2011-06-26 - 2019-02-24,2012-03-08,,3.69
2011-06-26 - 2019-02-24,2012-03-09,,3.69
2011-06-26 - 2019-02-24,2012-03-10,,3.69
2011-06-26 - 2019-02-24,2012-03-11,,3.69
2011-06-26 - 2019-02-24,2012-03-12,,3.69
2011-06-26 - 2019-02-24,2012-03-13,,3.69
2011-06-26 - 2019-02-24,2012-03-14,,3.69
2011-06-26 - 2019-02-24,2012-03-15,,3.71
2011-06-26 - 2019-02-24,2012-03-16,,3.71
2011-06-26 - 2019-02-24,2012-03-17,,3.71
2011-06-26 - 2019-02-24,2012-03-18,,3.71
2011-06-26 - 2019-02-24,2012-03-19,,3.71
2011-06-26 - 2019-02-24,2012-03-20,,3.71
2011-06-26 - 2019-02-24,2012-03-21,,3.71
2011-06-26 - 2019-02-24,2012-03-22,,3.71
2011-06-26 - 2019-02-24,2012-03-23,,3.71
2011-06-26 - 2019-02-24,2012-03-24,,3.71
2011-06-26 - 2019-02-24,2012-03-25,,3.71
2011-06-26 - 2019-02-24,2012-03-26,,3.71
2011-06-26 - 2019-02-24,2012-03-27,,3.71
2011-06-26 - 2019-02-24,2012-03-28,,3.71
2011-06-26 - 2019-02-24,2012-03-29,,3.71
2011-06-26 - 2019-02-24,2012-03-30,,3.71
2011-06-26 - 2019-02-24,2012-03-31,,3.71
2011-06-26 - 2019-02-24,2012-04-01,,3.72
2011-06-26 - 2019-02-24,2012-04-02,,3.74
2011-06-26 - 2019-02-24,2012-04-03,,3.74
2011-06-26 - 2019-02-24,2012-04-04,,3.76
2011-06-26 - 2019-02-24,2012-04-05,,3.76
2011-06-26 - 2019-02-24,2012-04-06,,3.76
2011-06-26 - 2019-02-24,2012-04-07,,3.77
2011-06-26 - 2019-02-24,2012-04-08,,3.77
2011-06-26 - 2019-02-24,2012-04-09,,3.77
2011-06-26 - 2019-02-24,2012-04-10,,3.77
2011-06-26 - 2019-02-24,2012-04-11,,3.77
2011-06-26 - 2019-02-24,2012-04-12,,3.77
2011-06-26 - 2019-02-24,2012-04-13,,3.77
2011-06-26 - 2019-02-24,2012-04-14,,3.79
2011-06-26 - 2019-02-24,2012-04-15,,3.79
2011-06-26 - 2019-02-24,2012-04-16,,3.79
2011-06-26 - 2019-02-24,2012-04-17,,3.79
2011-06-26 - 2019-02-24,2012-04-18,,3.79
2011-06-26 - 2019-02-24,2012-04-19,,3.79
2011-06-26 - 2019-02-24,2012-04-20,,3.79
2011-06-26 - 2019-02-24,2012-04-21,,3.79
2011-06-26 - 2019-02-24,2012-04-22,,3.79
2011-06-26 - 2019-02-24,2012-04-23,,3.79
2011-06-26 - 2019-02-24,2012-04-24,,3.79
2011-06-26 - 2019-02-24,2012-04-25,,3.79
2011-06-26 - 2019-02-24,2012-04-26,,3.76
2011-06-26 - 2019-02-24,2012-04-27,,3.76
2011-06-26 - 2019-02-24,2012-04-28,,3.76
2011-06-26 - 2019-02-24,2012-04-29,,3.76
2011-06-26 - 2019-02-24,2012-04-30,,3.77
2011-06-26 - 2019-02-24,2012-05-01,,3.78
2011-06-26 - 2019-02-24,2012-05-02,,3.78
2011-06-26 - 2019-02-24,2012-05-03,,3.78
2011-06-26 - 2019-02-24,2012-05-04,,3.80
2011-06-26 - 2019-02-24,2012-05-05,,3.80
2011-06-26 - 2019-02-24,2012-05-06,,3.80
2011-06-26 - 2019-02-24,2012-05-07,,3.80
2011-06-26 - 2019-02-24,2012-05-08,,3.80
2011-06-26 - 2019-02-24,2012-05-09,,3.81
2011-06-26 - 2019-02-24,2012-05-10,,3.81
2011-06-26 - 2019-02-24,2012-05-11,,3.81
2011-06-26 - 2019-02-24,2012-05-12,,3.84
2011-06-26 - 2019-02-24,2012-05-13,,3.84
2011-06-26 - 2019-02-24,2012-05-14,,3.83
2011-06-26 - 2019-02-24,2012-05-15,,3.80
2011-06-26 - 2019-02-24,2012-05-16,,3.80
2011-06-26 - 2019-02-24,2012-05-17,,3.80
2011-06-26 - 2019-02-24,2012-05-18,,3.77
2011-06-26 - 2019-02-24,2012-05-19,,3.78
2011-06-26 - 2019-02-24,2012-05-20,,3.78
2011-06-26 - 2019-02-24,2012-05-21,,3.78
2011-06-26 - 2019-02-24,2012-05-22,,3.78
2011-06-26 - 2019-02-24,2012-05-23,,3.78
2011-06-26 - 2019-02-24,2012-05-24,,3.75
2011-06-26 - 2019-02-24,2012-05-25,,3.75
2011-06-26 - 2019-02-24,2012-05-26,,3.76
2011-06-26 - 2019-02-24,2012-05-27,,3.76
2011-06-26 - 2019-02-24,2012-05-28,,3.76
2011-06-26 - 2019-02-24,2012-05-29,,3.76
2011-06-26 - 2019-02-24,2012-05-30,,3.76
2011-06-26 - 2019-02-24,2012-05-31,,3.76
2011-06-26 - 2019-02-24,2012-06-01,,3.76
2011-06-26 - 2019-02-24,2012-06-02,,3.76
2011-06-26 - 2019-02-24,2012-06-03,,3.78
2011-06-26 - 2019-02-24,2012-06-04,,3.78
2011-06-26 - 2019-02-24,2012-06-05,,3.78
2011-06-26 - 2019-02-24,2012-06-06,,3.78
2011-06-26 - 2019-02-24,2012-06-07,,3.78
2011-06-26 - 2019-02-24,2012-06-08,,3.78
2011-06-26 - 2019-02-24,2012-06-09,,3.79
2011-06-26 - 2019-02-24,2012-06-10,,3.79
2011-06-26 - 2019-02-24,2012-06-11,,3.79
2011-06-26 - 2019-02-24,2012-06-12,,3.79
2011-06-26 - 2019-02-24,2012-06-13,,3.79
2011-06-26 - 2019-02-24,2012-06-14,,3.79
2011-06-26 - 2019-02-24,2012-06-15,,3.79
2011-06-26 - 2019-02-24,2012-06-16,,3.78
2011-06-26 - 2019-02-24,2012-06-17,,3.78
2011-06-26 - 2019-02-24,2012-06-18,,3.78
2011-06-26 - 2019-02-24,2012-06-19,,3.78
2011-06-26 - 2019-02-24,2012-06-20,,3.78
2011-06-26 - 2019-02-24,2012-06-21,,3.78
2011-06-26 - 2019-02-24,2012-06-22,,3.78
2011-06-26 - 2019-02-24,2012-06-23,,3.78
2011-06-26 - 2019-02-24,2012-06-24,,3.79
2011-06-26 - 2019-02-24,2012-06-25,,3.79
2011-06-26 - 2019-02-24,2012-06-26,,3.79
2011-06-26 - 2019-02-24,2012-06-27,,3.79
2011-06-26 - 2019-02-24,2012-06-28,,3.79
2011-06-26 - 2019-02-24,2012-06-29,,3.81
2011-06-26 - 2019-02-24,2012-06-30,,3.81
2011-06-26 - 2019-02-24,2012-07-01,,3.81
2011-06-26 - 2019-02-24,2012-07-02,,3.81
2011-06-26 - 2019-02-24,2012-07-03,,3.81
2011-06-26 - 2019-02-24,2012-07-04,,3.81
2011-06-26 - 2019-02-24,2012-07-05,,3.81
2011-06-26 - 2019-02-24,2012-07-06,,3.81
2011-06-26 - 2019-02-24,2012-07-07,,3.81
2011-06-26 - 2019-02-24,2012-07-08,,3.81
2011-06-26 - 2019-02-24,2012-07-09,,3.81
2011-06-26 - 2019-02-24,2012-07-10,,3.81
2011-06-26 - 2019-02-24,2012-07-11,,3.81
2011-06-26 - 2019-02-24,2012-07-12,,3.81
2011-06-26 - 2019-02-24,2012-07-13,,3.81
2011-06-26 - 2019-02-24,2012-07-14,,3.81
2011-06-26 - 2019-02-24,2012-07-15,,3.81
2011-06-26 - 2019-02-24,2012-07-16,,3.81
2011-06-26 - 2019-02-24,2012-07-17,,3.81
2011-06-26 - 2019-02-24,2012-07-18,,3.82
2011-06-26 - 2019-02-24,2012-07-19,,3.82
2011-06-26 - 2019-02-24,2012-07-20,,3.82
2011-06-26 - 2019-02-24,2012-07-21,,3.82
2011-06-26 - 2019-02-24,2012-07-22,,3.82
2011-06-26 - 2019-02-24,2012-07-23,,3.82
2011-06-26 - 2019-02-24,2012-07-24,,3.82
2011-06-26 - 2019-02-24,2012-07-25,,3.82
2011-06-26 - 2019-02-24,2012-07-26,,3.82
2011-06-26 - 2019-02-24,2012-07-27,,3.82
2011-06-26 - 2019-02-24,2012-07-28,,3.84
2011-06-26 - 2019-02-24,2012-07-29,,3.84
2011-06-26 - 2019-02-24,2012-07-30,,3.84
2011-06-26 - 2019-02-24,2012-07-31,,3.84
2011-06-26 - 2019-02-24,2012-08-01,,3.84
2011-06-26 - 2019-02-24,2012-08-02,,3.84
2011-06-26 - 2019-02-24,2012-08-03,,3.81
2011-06-26 - 2019-02-24,2012-08-04,,3.81
2011-06-26 - 2019-02-24,2012-08-05,,3.81
2011-06-26 - 2019-02-24,2012-08-06,,3.79
2011-06-26 - 2019-02-24,2012-08-07,,3.79
2011-06-26 - 2019-02-24,2012-08-08,,3.79
2011-06-26 - 2019-02-24,2012-08-09,,3.79
2011-06-26 - 2019-02-24,2012-08-10,,3.79
2011-06-26 - 2019-02-24,2012-08-11,,3.79
2011-06-26 - 2019-02-24,2012-08-12,,3.79
2011-06-26 - 2019-02-24,2012-08-13,,3.79
2011-06-26 - 2019-02-24,2012-08-14,,3.79
2011-06-26 - 2019-02-24,2012-08-15,,3.80
2011-06-26 - 2019-02-24,2012-08-16,,3.80
2011-06-26 - 2019-02-24,2012-08-17,,3.80
2011-06-26 - 2019-02-24,2012-08-18,,3.80
2011-06-26 - 2019-02-24,2012-08-19,,3.80
2011-06-26 - 2019-02-24,2012-08-20,,3.80
2011-06-26 - 2019-02-24,2012-08-21,,3.80
2011-06-26 - 2019-02-24,2012-08-22,,3.80
2011-06-26 - 2019-02-24,2012-08-23,,3.80
2011-06-26 - 2019-02-24,2012-08-24,,3.80
2011-06-26 - 2019-02-24,2012-08-25,,3.80
2011-06-26 - 2019-02-24,2012-08-26,,3.80
2011-06-26 - 2019-02-24,2012-08-27,,3.80
2011-06-26 - 2019-02-24,2012-08-28,,3.79
2011-06-26 - 2019-02-24,2012-08-29,,3.79
2011-06-26 - 2019-02-24,2012-08-30,,3.79
2011-06-26 - 2019-02-24,2012-08-31,,3.77
2011-06-26 - 2019-02-24,2012-09-01,,3.78
2011-06-26 - 2019-02-24,2012-09-02,,3.78
2011-06-26 - 2019-02-24,2012-09-03,,3.78
2011-06-26 - 2019-02-24,2012-09-04,,3.78
2011-06-26 - 2019-02-24,2012-09-05,,3.76
2011-06-26 - 2019-02-24,2012-09-06,,3.76
2011-06-26 - 2019-02-24,2012-09-07,,3.76
2011-06-26 - 2019-02-24,2012-09-08,,3.76
2011-06-26 - 2019-02-24,2012-09-09,,3.76
2011-06-26 - 2019-02-24,2012-09-10,,3.76
2011-06-26 - 2019-02-24,2012-09-11,,3.76
2011-06-26 - 2019-02-24,2012-09-12,,3.77
2011-06-26 - 2019-02-24,2012-09-13,,3.77
2011-06-26 - 2019-02-24,2012-09-14,,3.77
2011-06-26 - 2019-02-24,2012-09-15,,3.77
2011-06-26 - 2019-02-24,2012-09-16,,3.78
2011-06-26 - 2019-02-24,2012-09-17,,3.78
2011-06-26 - 2019-02-24,2012-09-18,,3.78
2011-06-26 - 2019-02-24,2012-09-19,,3.78
2011-06-26 - 2019-02-24,2012-09-20,,3.78
2011-06-26 - 2019-02-24,2012-09-21,,3.78
2011-06-26 - 2019-02-24,2012-09-22,,3.78
2011-06-26 - 2019-02-24,2012-09-23,,3.78
2011-06-26 - 2019-02-24,2012-09-24,,3.78
2011-06-26 - 2019-02-24,2012-09-25,,3.78
2011-06-26 - 2019-02-24,2012-09-26,,3.78
2011-06-26 - 2019-02-24,2012-09-27,,3.78
2011-06-26 - 2019-02-24,2012-09-28,,3.78
2011-06-26 - 2019-02-24,2012-09-29,,3.78
2011-06-26 - 2019-02-24,2012-09-30,,3.78
2011-06-26 - 2019-02-24,2012-10-01,,3.79
2011-06-26 - 2019-02-24,2012-10-02,,3.79
2011-06-26 - 2019-02-24,2012-10-03,,3.81
2011-06-26 - 2019-02-24,2012-10-04,,3.82
2011-06-26 - 2019-02-24,2012-10-05,,3.82
2011-06-26 - 2019-02-24,2012-10-06,,3.82
2011-06-26 - 2019-02-24,2012-10-07,,3.82
2011-06-26 - 2019-02-24,2012-10-08,,3.82
2011-06-26 - 2019-02-24,2012-10-09,,3.82
2011-06-26 - 2019-02-24,2012-10-10,,3.82
2011-06-26 - 2019-02-24,2012-10-11,,3.83
2011-06-26 - 2019-02-24,2012-10-12,,3.83
2011-06-26 - 2019-02-24,2012-10-13,,3.83
2011-06-26 - 2019-02-24,2012-10-14,,3.83
2011-06-26 - 2019-02-24,2012-10-15,,3.83
2011-06-26 - 2019-02-24,2012-10-16,,3.83
2011-06-26 - 2019-02-24,2012-10-17,,3.83
2011-06-26 - 2019-02-24,2012-10-18,,3.83
2011-06-26 - 2019-02-24,2012-10-19,,3.83
2011-06-26 - 2019-02-24,2012-10-20,,3.83
2011-06-26 - 2019-02-24,2012-10-21,,3.83
2011-06-26 - 2019-02-24,2012-10-22,,3.83
2011-06-26 - 2019-02-24,2012-10-23,,3.84
2011-06-26 - 2019-02-24,2012-10-24,,3.84
2011-06-26 - 2019-02-24,2012-10-25,,3.84
2011-06-26 - 2019-02-24,2012-10-26,,3.84
2011-06-26 - 2019-02-24,2012-10-27,,3.85
2011-06-26 - 2019-02-24,2012-10-28,,3.85
2011-06-26 - 2019-02-24,2012-10-29,,3.85
2011-06-26 - 2019-02-24,2012-10-30,,3.85
2011-06-26 - 2019-02-24,2012-10-31,,3.85
